StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Text / Graphic,q1.1,q1.2,q1.3,q1.3_3_TEXT,q1.4,q1.4_8_TEXT,q1.5,q1.6,q1.7,q1.7_9_TEXT,q1.8,q1.8_12_TEXT,q1.9,q1.10,q1.10_17_TEXT,q2.1,q2.1_6_TEXT,q2.1_8_TEXT,q2.1_10_TEXT,q2.2,q2.3,q2.4,q2.4_6_TEXT,q2.5_1,q2.5_2,q2.5_3,q2.5_4,q3.1,q3.1_1_TEXT,q3.2.1_1,q3.2.1_2,q3.2.1_3,q3.2.1_4,q3.2.2_1,q3.2.2_2,q4.1,q4.2,q4.2_9_TEXT,q4.3,q4.4,q4.5,q4.6.1_1,q4.6.1_2,q4.6.1_3,q4.6.1_4,q4.6.1_5,q4.6.1_6,q4.6.1_7,q4.6.2_1,q4.6.2_2,q4.6.2_3,q4.6.2_4,q4.6.2_5,q4.6.2_6,q4.7,q5.1_1,q5.1_2,q5.1_3,q5.1_4,q5.2,q5.2_11_TEXT,q5.3,q5.3_7_TEXT
25/06/2025 01:45,25/06/2025 02:02,IP Address,100,1014,TRUE,25/06/2025 02:02,R_2VstEjftxCNSvQt,anonymous,EN,,I have read and understood the information provided and I agree to take part in this research project,East Midlands,55 to 64,Man,,"Higher education – undergraduate level (e.g. BA, BSc) ",,"£10,000 to £20,000",100-250 ha.,Agricultural holdings tenancy (AH),,"Cereals,Lowland grazing livestock",,20% to 30%,"Sustainable Farming Incentives (SFI),Country Stewardships (CS) ",,"Flood ,Drought ",,,,Once every 2-3 years,Somewhat affected,Partly caused by climate change,Flooding also attributed to building development and associated drainage,To some extent,To some extent,Very much,Very much,No,,,,,,3 - Agree,3 - Agree,"Yes – Individually, on my farm,Yes – In collaboration, at the landscape level","Grassland restoration,Hedgerows,Wildflower strips,Habitat creation",,Greater than 25%,1-5%,Yes,2- Neither agree nor disagree,3- Agree,2- Neither agree nor disagree,2- Neither agree nor disagree,1- Disagree,2- Neither agree nor disagree,3- Agree,,,,,,,"Reducing a reliance on inputs, removing much of the impetus to specialize, rebuilding biodiversity on the farm",2- Neither agree nor disagree,1- Disagree,2- Neither agree nor disagree,1- Disagree,Policy uncertainty,,"Funding for collaborative action,Other:","Lack of integration with policy and implementation at local (eg district and county council)level.
Access to project coordinators (eg Natural England advisors) is clearly under-resourced"
25/06/2025 03:13,25/06/2025 03:21,IP Address,100,505,TRUE,25/06/2025 03:21,R_8UbdNCjv4s8CAHv,anonymous,EN,,I have read and understood the information provided and I agree to take part in this research project,South West,35 to 44,Man,,"Higher education – postgraduate level (e.g. MA, MSc, PhD) ",,"£10,000 to £20,000",< 5 ha.,Farm worker,,Cropping: Horticulture,,30% to 40%,Private sector - NGO,,"Flood ,Drought ,Disease:,Pests:",,,,More than once a year ,Severely affected,Mainly caused by climate change,,Very much,Very much,Very much,Very much,"Yes (If you wish, specify which kind of community partnership)",farm cluster,3 - Agree,3 - Agree,3 - Agree,3 - Agree,,,"Yes – Individually, on my farm","River restoration,Wetland restoration,Mob grazing,Agroforestry ,Hedgerows,Wildflower strips,Habitat creation",,Greater than 25%,Greater than 25%,Yes,1- Disagree,3- Agree,3- Agree,3- Agree,1- Disagree,3- Agree,3- Agree,,,,,,,building resilience ,1- Disagree,1- Disagree,2- Neither agree nor disagree,1- Disagree,"Access to knowledge on implementation,Implementation costs,Maintenance costs,Skills/training,Limited time,Policy uncertainty,Planning constraints,Tenancy constraints,Other:",lack of availability of long term funding ,"Funding for collaborative action,Other:","money needs to go to the farmers, or to effective eNGO's who have employed people educated and experienced in farming"
18/06/2025 07:39,18/06/2025 07:39,IP Address,0,27,FALSE,25/06/2025 07:39,R_2V2341pRMtfqcP7,anonymous,EN,,I have read and understood the information provided and I agree to take part in this research project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/06/2025 08:00,18/06/2025 09:10,IP Address,3,4184,FALSE,25/06/2025 09:10,R_8sUQdrOuIe9ZOAF,anonymous,EN,,I have read and understood the information provided and I agree to take part in this research project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/06/2025 12:22,25/06/2025 12:34,IP Address,100,693,TRUE,25/06/2025 12:34,R_87OKS37ub8fy7lb,anonymous,EN,,I have read and understood the information provided and I agree to take part in this research project,South West,55 to 64,Man,,"Further education – college course, diploma, trade training, etc.",,"£50,000 to £100,000",>250 ha,"Farm business tenancy (FBT),Agricultural holdings tenancy (AH)",,"Cereals,Lowland grazing livestock",,30% to 40%,"Sustainable Farming Incentives (SFI),Country Stewardships (CS) ,Capital Items,Improving Farm Productivity grant",,"Flood ,Drought ,Disease:,Pests:",,,,More than once a year ,Somewhat affected,Mainly caused by climate change,,Very much,To some extent,Very much,Very much,"Yes (If you wish, specify which kind of community partnership)",Farmer cluster,3 - Agree,3 - Agree,3 - Agree,3 - Agree,,,"Yes – Individually, on my farm","Grassland restoration,Hedgerows,Wildflower strips,Habitat creation",,Greater than 25%,1-5%,Yes,2- Neither agree nor disagree,3- Agree,3- Agree,3- Agree,3- Agree,3- Agree,2- Neither agree nor disagree,,,,,,,"Increasing wildlife corridors & habitats, increasing soil organic matter and structures, improving water quality and infiltration, improving air quality. ",1- Disagree,1- Disagree,3 - Agree,1- Disagree,"Land use conflicts with food production,Policy uncertainty",,Funding for collaborative action,
18/06/2025 13:11,18/06/2025 13:13,IP Address,20,105,FALSE,25/06/2025 13:13,R_298WAw0zb26Hj57,anonymous,EN,,I have read and understood the information provided and I agree to take part in this research project,Scotland,55 to 64,Woman,,"Higher education – postgraduate level (e.g. MA, MSc, PhD) ",,"£50,000 to £100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/06/2025 13:49,18/06/2025 13:50,IP Address,20,70,FALSE,25/06/2025 13:50,R_8iHUUKZXgSTa9eq,anonymous,EN,,I have read and understood the information provided and I agree to take part in this research project,Wales,>75 years old,Woman,,"Higher education – undergraduate level (e.g. BA, BSc) ",,"£10,000 to £20,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/06/2025 07:20,18/06/2025 14:11,IP Address,20,24614,FALSE,25/06/2025 14:11,R_8p1ao1cgttuY2Nb,anonymous,EN,,I have read and understood the information provided and I agree to take part in this research project,Wales,65 to 74,Man,,GCSE or A-levels,,"£20,000 to £50,000",20 to 50 ha.,Farming landowner ,,LFA grazing livestock,,50% to 60%,Other:,Small Grants (Environment),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/06/2025 01:38,26/06/2025 01:52,IP Address,100,786,TRUE,26/06/2025 01:52,R_2b1VCxzc4jdTSTb,anonymous,EN,,I have read and understood the information provided and I agree to take part in this research project,South West,35 to 44,Man,,"Further education – college course, diploma, trade training, etc.",,"£10,000 to £20,000",100-250 ha.,Farming landowner ,,Lowland grazing livestock,,> 60%,Countryside Stewardships Higher Tier (CSHT),,"Flood ,Drought ",,,,Once every 2-3 years,Severely affected,Partly caused by climate change,,Very much,Very much,Very much,Very much,No,,,,,,3 - Agree,3 - Agree,"Yes – Individually, on my farm","Grassland restoration,Mob grazing,Hedgerows,Habitat creation",,Greater than 25%,Greater than 25%,I don't know,2- Neither agree nor disagree,2- Neither agree nor disagree,3- Agree,2- Neither agree nor disagree,3- Agree,3- Agree,3- Agree,,,,,,,Nature based solutions will improve soil quality/water etc.. but they will reduce food production as the land will be managed for nature rather than food. Which is fine as long as the government are sure of their food security.,3 - Agree,2- Neither agree nor disagree,1- Disagree,1- Disagree,"Access to knowledge on implementation,Implementation costs,Maintenance costs,Land use conflicts with food production,Planning constraints",,Relationship with neighbours,
19/06/2025 02:49,19/06/2025 02:56,IP Address,20,430,FALSE,26/06/2025 02:56,R_833SNnwOInrsael,anonymous,EN,,I have read and understood the information provided and I agree to take part in this research project,East Midlands,25 to 34,Man,,"Higher education – postgraduate level (e.g. MA, MSc, PhD) ",,"£50,000 to £100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/06/2025 02:44,26/06/2025 03:19,IP Address,100,2076,TRUE,26/06/2025 03:19,R_8dox9EnqhuJamDH,anonymous,EN,,I have read and understood the information provided and I agree to take part in this research project,Wales,65 to 74,Woman,,"Higher education – postgraduate level (e.g. MA, MSc, PhD) ",,"£20,000 to £50,000",< 5 ha.,Farm business tenancy (FBT),,Cropping: Horticulture,,> 60%,No funding,,Drought ,,,,Once a year,Somewhat affected,Mainly caused by climate change,,To some extent,To some extent,Very much,Very much,No,,,,,,2 - Neither agree nor disagree,2 - Neither agree nor disagree,"Yes – Individually, on my farm,Yes – In collaboration, at the landscape level","Hedgerows,Wildflower strips,Habitat creation,Other:","pest management through encouraging pest predators through planting flowers that attract them and habitat (toads, insects, hedgehogs). My market garden is on a Wildlife Trust wilding site. ",Greater than 25%,Greater than 25%,No,1- Disagree,3- Agree,3- Agree,2- Neither agree nor disagree,1- Disagree,2- Neither agree nor disagree,3- Agree,,,,,,,"improved soil quality, improved water quality, increase in biodiversity, greater fertility, greater ability of the soil to hold water",2- Neither agree nor disagree,2- Neither agree nor disagree,2- Neither agree nor disagree,2- Neither agree nor disagree,"Access to knowledge on implementation,Implementation costs,Maintenance costs,Skills/training,Limited time,Data availability - unclear on the benefits,Policy uncertainty,Tax constraints",,Funding for collaborative action,
19/06/2025 06:15,19/06/2025 07:01,IP Address,3,2801,FALSE,26/06/2025 07:02,R_22g4wMkSztYt0nx,anonymous,EN,,I have read and understood the information provided and I agree to take part in this research project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/06/2025 11:09,19/06/2025 11:11,IP Address,3,98,FALSE,26/06/2025 11:11,R_2rBL6y5j8oWOAFW,anonymous,EN,,I have read and understood the information provided and I agree to take part in this research project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/06/2025 22:55,26/06/2025 23:04,IP Address,100,505,TRUE,26/06/2025 23:04,R_21SmQGcULMdKmFH,anonymous,EN,,I have read and understood the information provided and I agree to take part in this research project,South West,35 to 44,Man,,"Higher education – undergraduate level (e.g. BA, BSc) ",,"£50,000 to £100,000",20 to 50 ha.,Farm worker,,"Cropping: Horticulture,Lowland grazing livestock,Specialist poultry,Mixed",,50% to 60%,Water Management grants,,"Flood ,Disease:,Pests:","downy mildew, white rot","wireworm, spider mite",,More than once a year ,Somewhat affected,Mainly caused by climate change,,Very much,Very much,Very much,Very much,"Yes (If you wish, specify which kind of community partnership)",,3 - Agree,3 - Agree,3 - Agree,3 - Agree,,,"Yes – Individually, on my farm","River restoration,Forest creation,Agroforestry ,Hedgerows,Wildflower strips,Habitat creation",,10-25%,10-25%,I don't know,2- Neither agree nor disagree,3- Agree,3- Agree,3- Agree,1- Disagree,3- Agree,3- Agree,,,,,,,"Reduced pests, better soil health, increased water retention, less reliance on imported fertility, improved morale for workers",1- Disagree,1- Disagree,2- Neither agree nor disagree,1- Disagree,"Access to knowledge on implementation,Implementation costs,Maintenance costs,Skills/training,Limited time,Data availability - unclear on the benefits,Policy uncertainty,Planning constraints,Tenancy constraints",,"Funding for collaborative action,Relationship with neighbours",
26/06/2025 23:47,27/06/2025 00:02,IP Address,100,882,TRUE,27/06/2025 00:02,R_8M1iuZ1x1Z4yccF,anonymous,EN,,I have read and understood the information provided and I agree to take part in this research project,East Anglia,65 to 74,Man,,"Higher education – undergraduate level (e.g. BA, BSc) ",,"£50,000 to £100,000",100-250 ha.,Farming landowner ,,Cereals,,40% to 50%,"Sustainable Farming Incentives (SFI),Country Stewardships (CS) ,Capital Items,Farming in Protected Landscapes programme (FiPL)",,"Flood ,Drought ",,,,Once every 2-3 years,Somewhat affected,Partly caused by climate change,,To some extent,To some extent,To some extent,To some extent,"Yes (If you wish, specify which kind of community partnership)",Cluster ,3 - Agree,2 - Neither agree nor disagree,3 - Agree,2 - Neither agree nor disagree,,,"Yes – Individually, on my farm,Yes – In collaboration, at the landscape level","Hedgerows,Wildflower strips,Habitat creation",,10-25%,1-5%,Yes,1- Disagree,2- Neither agree nor disagree,2- Neither agree nor disagree,3- Agree,3- Agree,3- Agree,3- Agree,,,,,,,Sustainable future,3 - Agree,1- Disagree,3 - Agree,1- Disagree,"Implementation costs,Maintenance costs,Policy uncertainty",,No barriers at the landscape level,
21/06/2025 08:06,21/06/2025 08:07,IP Address,3,103,FALSE,28/06/2025 08:07,R_84btISDiK5FUniF,anonymous,EN,,I have read and understood the information provided and I agree to take part in this research project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/06/2025 09:09,28/06/2025 09:25,IP Address,100,926,TRUE,28/06/2025 09:25,R_8fxiT8x3NG5xxbw,anonymous,EN,,I have read and understood the information provided and I agree to take part in this research project,South West,35 to 44,Woman,,GCSE or A-levels,,"£10,000 to £20,000",5 to 20 ha.,Farm business tenancy (FBT),,"Cropping: Horticulture,Other:","Plant nursery, education, community farming ",> 60%,No funding,,"Flood ,Drought ",,,,Once in the last five years,Somewhat affected,Mainly caused by climate change,,To some extent,To some extent,To some extent,To some extent,No,,,,,,3 - Agree,3 - Agree,"Yes – Individually, on my farm","River restoration,Forest reforestation or restoration,Forest creation,Wetland restoration,Grassland restoration,Agroforestry ,Hedgerows,Wildflower strips,Habitat creation",,Greater than 25%,Greater than 25%,I don't know,1- Disagree,3- Agree,3- Agree,3- Agree,1- Disagree,3- Agree,3- Agree,,,,,,,"Protecting the ecosystem, more resilient to climate change, healthier food, food security ",1- Disagree,1- Disagree,1- Disagree,1- Disagree,"Access to knowledge on implementation,Implementation costs,Maintenance costs,Skills/training,Limited time,Land use conflicts with food production,Policy uncertainty,Tax constraints,Planning constraints,Tenancy constraints",,"Funding for collaborative action,Relationship with neighbours,Unequal contribution of resources from landscape-level partners",
01/07/2025 03:04,01/07/2025 03:17,IP Address,100,771,TRUE,01/07/2025 03:17,R_2Q6EIajhaNasvLj,anonymous,EN,,I have read and understood the information provided and I agree to take part in this research project,Yorkshire and Humber,45 to 54,Woman,,"Higher education – undergraduate level (e.g. BA, BSc) ",,"£50,000 to £100,000",>250 ha,Family member,,LFA grazing livestock,,10% to 20%,"Countryside Stewardships Higher Tier (CSHT),Farming in Protected Landscapes programme (FiPL)",,None,,,,,,Mainly caused by climate change,,No,No,To some extent,To some extent,No,,,,,,3 - Agree,1 - Disagree,"Yes – Individually, on my farm,Yes – In collaboration, at the landscape level","River restoration,Grassland restoration,Hedgerows,Habitat creation,Other:",Hay meadow restoration and holistic grazing to restore botanical biodiversity in upland pastures ,Greater than 25%,Greater than 25%,No,1- Disagree,3- Agree,3- Agree,3- Agree,1- Disagree,3- Agree,2- Neither agree nor disagree,,,,,,,"Resilience - land  less affected by extreme weather. Resilience - farm business more profitable as no reliance on inputs. Got rid of feeds, no fertiliser, no pesticides. Very little vet medicines, no routine workers etc. habitat in better condition, better insect life, more for birds to eat. Farm is now a working ecosystem with huge amounts of biodiversity ",3 - Agree,3 - Agree,3 - Agree,2- Neither agree nor disagree,"Skills/training,Policy uncertainty,Tenancy constraints,Other:","The time it’s taken post brexit to formulate policy - taken to long and created a lack of trust. 

Farmers slow though to take control of their own businesses and destiny and reliance on what’s always been done. Requires bravery to do something different but there is a lot of info and peer support from Pasture for Life, NFFN and other organisations. Farmers have to want something different for themselves though and NFU and industry doesn’t really support that ","Relationship with neighbours,Other:",Farmers don’t always like collaboration and can’t ever agree. Some don’t want to be involved 
